RWDD2B	NM_016940
CCT8	NM_006585
MAP3K7CL	NM_001286623
CCT8	NM_001282908
CCT8	NM_001282907
CCT8	NM_001282909
LINC00189	NR_027072
BACH1-IT2	NR_046564
BACH1	NR_027655
BACH1	NM_001186
BACH1	NM_206866
GRIK1-AS2	NR_033368
GRIK1-AS1	NR_027021
CLDN17	NM_012131
LINC00307	NR_038855
KRTAP25-1	NM_001128598
KRTAP26-1	NM_203405
KRTAP24-1	NM_001085455
KRTAP27-1	NM_001077711
MIR4327	NR_036221
KRTAP13-2	NM_181621
KRTAP13-1	NM_181599
KRTAP13-4	NM_181600
KRTAP23-1	NM_181624
KRTAP15-1	NM_181623
KRTAP13-3	NM_181622
KRTAP19-6	NM_001303120
KRTAP22-1	NM_181620
KRTAP19-7	NM_181614
KRTAP19-5	NM_181611
KRTAP19-4	NM_181610
KRTAP19-3	NM_181609
KRTAP19-2	NM_181608
KRTAP19-1	NM_181607
KRTAP6-3	NM_181605
KRTAP6-2	NM_181604
KRTAP22-2	NM_001164434
KRTAP19-6	NM_181612
KRTAP20-2	NM_181616
KRTAP20-1	NM_181615
KRTAP6-1	NM_181602
KRTAP20-4	NR_023342
KRTAP20-3	NM_001128077
KRTAP21-3	NM_001164435
KRTAP21-1	NM_181619
KRTAP21-2	NM_181617
KRTAP7-1	NM_181606
KRTAP8-1	NM_175857
KRTAP11-1	NM_175858
KRTAP19-8	NM_001099219
LOC150051	NM_001321023
SCAF4	NM_020706
SOD1	NM_000454
SCAF4	NM_001145444
SCAF4	NM_001145445
LINC00159	NR_038033
MRAP	NM_001285394
MIS18A	NM_018944
MRAP	NM_178817
SNORA80A	NR_002996
URB1-AS1	NR_026845
C21orf59	NR_036552
C21orf59	NM_021254
PAXBP1-AS1	NR_038880
PAXBP1	NM_013329
C21orf62-AS1	NR_024622
C21orf62-AS1	NR_024623
C21orf62	NM_001162495
C21orf62	NM_001162496
C21orf62	NM_019596
PAXBP1	NM_016631
PAXBP1	NR_027873
PAXBP1-AS1	NR_038879
LOC102724502	NR_135522
OLIG2	NM_005806
LINC00945	NR_104056
OLIG1	NM_138983
LOC101928107	NR_109961
LINC01548	NR_024102
IL10RB-AS1	NR_038974
IFNAR1	NM_000629
IL10RB	NM_000628
IFNGR2	NM_005534
DNAJC28	NM_001040192
DNAJC28	NM_001320746
DNAJC28	NM_017833
IFNGR2	NM_001329128
TMEM50B	NR_040016
TMEM50B	NM_006134
MIR6501	NR_106756
SON	NM_001291412
SON	NM_001291411
DONSON	NM_017613
GART	NM_000819
GART	NM_001136005
GART	NM_001136006
GART	NM_175085
SON	NM_032195
SON	NR_103797
SON	NM_138927
ATP5O	NM_001697
LINC00649	NR_134559
LINC00649	NR_038883
LINC00649	NR_134558
LOC101928126	NR_134561
SLC5A3	NM_006933
MRPS6	NM_032476
LINC00310	NR_027267
LINC00310	NR_027266
SMIM11B	NM_001313692
KCNE2	NM_172201
C21orf140	NM_001282537
SMIM11A	NM_058182
RCAN1	NM_203418
RCAN1	NM_001285391
KCNE1	NM_001127670
KCNE1	NM_001127668
KCNE1	NM_001127669
KCNE1	NM_001270405
KCNE1	NM_001270403
KCNE1	NM_001270402
KCNE1	NM_001270404
KCNE1	NM_000219
RCAN1	NM_001285393
RCAN1	NM_001285392
KCNE1B	NM_001330065
RCAN1	NM_001331016
LINC00160	NR_024351
LINC01426	NR_038885
LINC01426	NR_038886
RUNX1	NM_001122607
RUNX1-IT1	NR_026812
MIR802	NR_030414
CBR1	NM_001757
SETD4	NR_040087
CBR1	NM_001286789
SETD4	NM_001286752
LINC01436	NR_110419
SETD4	NM_017438
SETD4	NM_001007261
SETD4	NM_001007259
CBR3-AS1	NR_038894
CBR3-AS1	NR_038893
CBR3-AS1	NR_038892
CBR3	NM_001236
CLDN14	NM_001146079
CLDN14	NM_012130
CHAF1B	NM_005441
CLDN14	NM_144492
SIM2	NM_009586
SIM2	NM_005069
RIPPLY3	NM_001317777
RIPPLY3	NM_001317768
RIPPLY3	NM_018962
LOC105372795	NR_131189
PIGP	NM_001320480
PIGP	NM_153682
PIGP	NM_153681
PIGP	NM_016430
DSCR3	NM_006052
DSCR9	NR_026719
TTC3-AS1	NR_046651
DSCR3	NM_001331018
DSCR3	NM_001331021
DSCR3	NM_001331022
DSCR10	NR_027695
DSCR8	NR_026842
DSCR8	NR_026841
DSCR8	NR_026839
DSCR8	NR_026840
DSCR8	NR_026838
KCNJ15	NM_001276439
KCNJ15	NM_001276438
KCNJ15	NM_001276437
KCNJ15	NM_001276436
KCNJ15	NM_002243
KCNJ15	NM_001276435
KCNJ15	NM_170737
KCNJ15	NM_170736
LOC101928398	NR_109926
LINC00114	NR_027067
LINC00114	NR_027066
LINC00114	NR_027065
ETS2	NM_001256295
ETS2	NM_005239
LOC101928435	NR_109962
LOC400867	NR_120405
PSMG1	NM_001320795
PSMG1	NM_001261824
PSMG1	NM_203433
PSMG1	NR_049728
PSMG1	NM_003720
HMGN1	NM_004965
BRWD1	NM_001007246
BRWD1-IT2	NR_111942
BRWD1-AS1	NR_046655
SH3BGR	NM_001317740
MIR6508	NR_106763
SH3BGR	NM_001317741
SH3BGR	NM_001317742
LCA5L	NM_152505
SH3BGR	NM_007341
SH3BGR	NM_001001713
B3GALT5-AS1	NR_026542
B3GALT5-AS1	NR_026543
B3GALT5	NM_033172
B3GALT5	NM_033171
B3GALT5	NM_006057
B3GALT5	NM_033170
MIR4760	NR_039917
DSCAM-AS1	NR_038899
DSCAM-AS1	NR_038898
DSCAM-AS1	NR_038900
DSCAM-AS1	NR_038896
DSCAM-IT1	NR_046774
LINC00323	NR_024100
MIR3197	NR_036167
PLAC4	NM_182832
MX2	NM_002463
MX1	NM_001178046
MX1	NM_001282920
MX1	NM_002462
MX1	NM_001144925
LINC00111	NR_024367
MIR6814	NR_106872
RIPK4	NM_020639
LINC00479	NR_027272
LINC00112	NR_024028
C2CD2	NM_199050
C2CD2	NM_015500
SNORA91	NR_132773
ZBTB21	NM_001098402
ZBTB21	NM_001098403
ZBTB21	NM_020727
ZNF295-AS1	NR_119384
ZNF295-AS1	NR_119385
ZNF295-AS1	NR_027273
ZBTB21	NM_001320729
ZBTB21	NM_001320731
UMODL1-AS1	NR_027243
TFF3	NM_003226
TFF2	NM_005423
TMPRSS3	NM_032405
UBASH3A	NM_001001895
TMPRSS3	NM_001256317
TMPRSS3	NM_024022
TMPRSS3	NM_032404
UBASH3A	NM_018961
UBASH3A	NM_001243467
TFF1	NM_003225
TMPRSS3	NR_046020
LOC101928233	NR_131192
SLC37A1	NM_001320537
LOC101930094	NR_135518
SLC37A1	NM_018964
LOC101928311	NR_135517
WDR4	NM_033661
WDR4	NM_001260477
WDR4	NM_001260474
WDR4	NM_001260475
WDR4	NM_018669
WDR4	NM_001260476
WDR4	NR_048535
ERVH48-1	NM_001308491
NDUFV3	NM_001001503
NDUFV3	NM_021075
MIR5692B	NR_049889
CBSL	NM_001321073
CBS	NM_000071
U2AF1L5	NM_001320651
U2AF1L5	NM_001320650
CBS	NM_001178009
U2AF1	NM_001025203
U2AF1	NM_001025204
FRGCA	NR_133677
U2AF1L5	NM_001320646
U2AF1L5	NM_001320648
LOC106780825	NR_133678
U2AF1	NM_006758
CBS	NM_001321072
CBS	NM_001320298
CBS	NM_001178008
LOC102724652	NM_001320719
CRYAA	NM_000394
LOC102724652	NM_001314050
LINC00322	NR_103713
TCONS_00029157	NR_131902
LINC00319	NR_026960
LINC00313	NR_026863
LOC102724428	NM_001320643
LOC102724354	NR_136540
SIK1	NM_173354
MIR6070	NR_106718
PDXK	NM_003681
CSTB	NM_000100
PDXK	NM_001331030
AATBC	NR_026961
C21orf33	NM_001320384
PWP2	NM_005049
C21orf33	NM_001320383
C21orf33	NM_004649
C21orf33	NM_198155
C21orf33	NR_135220
LOC105372833	NR_135514
ICOSLG	NM_001283050
ICOSLG	NM_001283051
ICOSLG	NM_001283052
ICOSLG	NM_015259
DNMT3L	NM_013369
DNMT3L	NM_175867
AIRE	NM_000383
TRPM2-AS	NR_109964
TRPM2	NM_001320352
TRPM2	NM_001320351
C21orf2	NM_001271442
C21orf2	NM_001271440
C21orf2	NM_001271441
C21orf2	NM_004928
LRRC3-AS1	NR_047476
TRPM2	NM_001320350
TRPM2	NM_003307
TRPM2	NR_038257
KRTAP10-4	NM_198687
KRTAP10-2	NR_130165
KRTAP10-5	NM_198694
KRTAP10-3	NM_198696
LRRC3	NM_030891
TSPEAR-AS1	NR_103707
TSPEAR-AS2	NR_026547
TSPEAR-AS2	NR_026548
KRTAP10-2	NM_198693
KRTAP10-1	NM_198691
KRTAP10-6	NM_198688
KRTAP12-1	NM_181686
KRTAP12-2	NM_181684
KRTAP12-3	NM_198697
KRTAP10-12	NM_198699
KRTAP12-4	NM_198698
KRTAP10-7	NM_198689
KRTAP10-8	NM_198695
KRTAP10-11	NM_198692
KRTAP10-10	NM_181688
KRTAP10-9	NM_198690
UBE2G2	NM_003343
LINC01424	NR_109928
UBE2G2	NM_182688
SUMO3	NM_006936
UBE2G2	NM_001202489
SUMO3	NM_001286416
PTTG1IP	NM_001286822
FAM207A	NM_058190
FAM207A	NM_001316984
ITGB2-AS1	NR_038311
ITGB2-AS1	NR_038314
ITGB2-AS1	NR_038313
ITGB2-AS1	NR_038312
FAM207A	NM_001316988
FAM207A	NM_001316987
FAM207A	NM_001316986
ITGB2-AS1	NR_038315
ITGB2-AS1	NR_038316
ITGB2	NM_001303238
ITGB2	NM_000211
ITGB2	NM_001127491
LINC01547	NR_027128
LINC01547	NR_027129
PTTG1IP	NM_004339
FAM207A	NM_001316985
FAM207A	NM_001316983
PTTG1IP	NR_104597
LINC00163	NR_033840
PICSAR	NR_024089
SSR4P1	NR_027292
ADARB1	NM_001346687
POFUT2	NM_015227
POFUT2	NM_133635
POFUT2	NR_004858
LOC642852	NR_026943
LINC00316	NR_103811
COL18A1-AS2	NR_052004
COL18A1-AS1	NR_028082
COL18A1-AS1	NR_027498
MIR6815	NR_106873
SLC19A1	NM_001205207
SLC19A1	NM_001205206
SLC19A1	NM_194255
LOC100129027	NR_038876
LOC101928796	NR_109931
COL6A1	NM_001848
FTCD	NM_001320412
COL6A2	NM_001849
FTCD	NM_206965
FTCD	NM_006657
COL6A2	NM_058175
COL6A2	NM_058174
MCM3AP-AS1	NR_110565
LSS	NM_001145436
LSS	NM_002340
SPATC1L	NM_001142854
SPATC1L	NM_032261
MCM3AP-AS1	NR_110566
MCM3AP-AS1	NR_110567
MCM3AP-AS1	NR_002776
MCM3AP	NM_003906
LSS	NM_001145437
LSS	NM_001001438
C21orf58	NM_001286462
C21orf58	NM_001286463
C21orf58	NM_001286477
C21orf58	NM_001286476
C21orf58	NM_058180
DIP2A	NM_206891
DIP2A	NM_001146115
DIP2A-IT1	NR_046400
DIP2A	NM_206889
DIP2A	NM_206890
S100B	NM_006272
PRMT2	NM_001242865
PRMT2	NM_001242866
PRMT2	NM_001242864
PRMT2	NM_001286676
PRMT2	NM_001286677
PRMT2	NM_001286678
PRMT2	NM_001535
PRMT2	NM_206962
MIR3118-1	NR_036061
MIR8069-1	NR_107036
MIR8069-2	NR_128718
MIR8069-1	NR_107036
MIR8069-2	NR_128718
